"_wks_percentile_bucket","_wkshell","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","GO","IsSingleNode","layers_ppin","name","NeighborhoodConnectivity","noefftarg","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Phenotype","Radiality","selected","SelfLoops","shared name","shells_ppin","Stress","targ","TopologicalCoefficient","Yali_pheno","Yali_pheno111"
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G50920","103.0","","1","0","0","","0.63741218","false","0","AT3G50920","3","0","","0.0","",""
"15","5","5.0438293","5.948E-5","0.19826206","0.0","2","8","","false","Peripharal","AT5G51560","2.5","","2","0","0","","0.63237915","false","0","AT5G51560","47","660","","0.5","",""
"30","13","4.73817762","4.9692E-4","0.21105161","0.0","2","8","","false","Peripharal","AT3G50910","13.5","","2","0","0","","0.66016567","false","0","AT3G50910","30","3954","EffeTarg","0.5","",""
"30","11","5.32987313","1.8147E-4","0.18762173","0.0","2","9","","false","Peripharal","AT3G50230","9.0","","2","0","0","","0.60637517","false","0","AT3G50230","34","2094","","0.5","",""
"30","13","4.43713956","1.6175E-4","0.22537042","0.0","2","7","","false","","HOPG1_group","11.5","","2","0","0","","0.68753277","false","0","HOPG1_group",,"2462","","0.525","",""
"25","8","4.56170704","0.0","0.21921618","0.0","1","7","","false","","HopF3_Pmp 19322","15.0","","1","0","0","","0.67620845","false","0","HopF3_Pmp 19322",,"0","","0.0","",""
"90","47","4.01268743","0.0","0.24920954","1.0","2","7","","false","","HOPV1_group","59.0","","2","0","0","","0.72611932","false","0","HOPV1_group",,"0","","0.53153153","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G66270","103.0","","1","0","0","","0.72056202","false","0","AT5G66270","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G65683","103.0","","1","0","0","","0.72056202","false","0","AT5G65683","2","0","","0.0","",""
"90","47","3.99192618","0.00657333","0.25050563","0.0","2","7","","false","inner","AT5G63350","63.0","","2","0","0","","0.72800671","false","0","AT5G63350","2","28124","","0.50406504","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G54580","103.0","","1","0","0","","0.72056202","false","0","AT5G54580","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G51100","103.0","","1","0","0","2MRP","0.72056202","false","0","AT5G51100","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G38420","103.0","","1","0","0","","0.72056202","false","0","AT5G38420","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G37550","103.0","","1","0","0","","0.72056202","false","0","AT5G37550","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G25220","103.0","","1","0","0","","0.72056202","false","0","AT5G25220","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G23130","103.0","","1","0","0","","0.72056202","false","0","AT5G23130","2","0","","0.0","",""
"90","47","3.85582468","0.00399048","0.25934789","0.0","2","7","","false","inner","AT5G22890","64.5","","2","0","0","","0.74037957","false","0","AT5G22890","2","22362","","0.508","",""
"90","47","3.93771626","0.00199652","0.25395431","0.0","2","7","","false","inner","AT5G17790","54.0","","2","0","0","","0.73293489","false","0","AT5G17790","2","6188","","0.5","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT5G11090","103.0","","1","0","0","","0.72056202","false","0","AT5G11090","2","0","","0.0","",""
"90","47","3.89619377","0.00210564","0.25666075","0.0","2","7","","false","inner","AT5G08330","55.0","","2","0","0","","0.73670966","false","0","AT5G08330","2","9902","EffeTarg","0.5","",""
"90","47","3.69550173","0.00669403","0.27059925","0.0","2","6","","false","inner","AT4G36970","62.0","","2","0","0","","0.75495439","false","0","AT4G36970","2","36270","EffeTarg","0.50413223","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT4G34740","103.0","","1","0","0","4CND","0.72056202","false","0","AT4G34740","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT4G34700","103.0","","1","0","0","2MRP","0.72056202","false","0","AT4G34700","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT4G33520","103.0","","1","0","0","2MRP","0.72056202","false","0","AT4G33520","2","0","","0.0","",""
"90","47","3.67474048","0.04199167","0.27212806","0.0","2","7","","false","inner","AT4G30490","103.0","","2","0","0","","0.75684177","false","0","AT4G30490","2","244276","","0.5049505","","NoYali"
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT4G12450","103.0","","1","0","0","","0.72056202","false","0","AT4G12450","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT4G08460","103.0","","1","0","0","","0.72056202","false","0","AT4G08460","2","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT4G02020","103.0","","1","0","0","","0.72056202","false","0","AT4G02020","3","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G61920","103.0","","1","0","0","","0.72056202","false","0","AT3G61920","3","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G60820","103.0","","1","0","0","2MRP","0.72056202","false","0","AT3G60820","3","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G60360","103.0","","1","0","0","2MRP","0.72056202","false","0","AT3G60360","3","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G60200","103.0","","1","0","0","","0.72056202","false","0","AT3G60200","3","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G56290","103.0","","1","0","0","","0.72056202","false","0","AT3G56290","3","0","","0.0","",""
"85","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G51180","103.0","","1","0","0","","0.72056202","false","0","AT3G51180","3","0","","0.0","",""
"15","5","4.84890427","0.0","0.20623216","0.0","1","8","","false","Peripharal","AT3G48550","9.0","","1","0","0","","0.65009961","false","0","AT3G48550","47","0","EffeTarg","0.0","",""
"30","13","4.40369089","0.00461095","0.22708224","0.0","3","7","","false","Peripharal","AT4G36180","6.0","","3","0","0","5NO PHE5NOTYPE","0.69057356","false","0","AT4G36180","28","22542","","0.33333333","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXLL73","38.0","","1","0","0","","0.68774248","false","0","HARXLL73","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXLL441","38.0","","1","0","0","","0.68774248","false","0","HARXLL441","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXLCRN4","38.0","","1","0","0","","0.68774248","false","0","HARXLCRN4","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL67","38.0","","1","0","0","","0.68774248","false","0","HARXL67","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL57","38.0","","1","0","0","","0.68774248","false","0","HARXL57","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","","HARXL47_group","38.0","","1","0","0","","0.68774248","false","0","HARXL47_group",,"0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL42","38.0","","1","0","0","","0.68774248","false","0","HARXL42","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","","HARXL40_group","38.0","","1","0","0","","0.68774248","false","0","HARXL40_group",,"0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL39","38.0","","1","0","0","","0.68774248","false","0","HARXL39","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL22","38.0","","1","0","0","","0.68774248","false","0","HARXL22","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL18","38.0","","1","0","0","","0.68774248","false","0","HARXL18","21","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL146","38.0","","1","0","0","","0.68774248","false","0","HARXL146","21","0","","0.0","",""
"45","20","4.38754325","0.00114944","0.22791798","0.0","2","8","","false","inner","HARXL143","21.0","","2","0","0","","0.69204152","false","0","HARXL143","21","6366","","0.5","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","HARXL108","38.0","","1","0","0","","0.68774248","false","0","HARXL108","21","0","","0.0","",""
"15","5","4.84890427","0.0","0.20623216","0.0","1","8","","false","Peripharal","AT3G46940","9.0","","1","0","0","","0.65009961","false","0","AT3G46940","47","0","EffeTarg","0.0","",""
"10","3","5.01614764","0.0","0.19935617","0.0","1","8","","false","Peripharal","AT5G01410","4.0","","1","0","0","2MRP","0.63489567","false","0","AT5G01410","47","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G46060","103.0","","1","0","0","","0.63741218","false","0","AT3G46060","3","0","","0.0","",""
"15","4","5.3633218","0.0","0.18645161","0.0","1","8","","false","Peripharal","AT5G58510","7.0","","1","0","0","","0.60333438","false","0","AT5G58510","47","0","","0.0","",""
"15","4","5.3633218","0.0","0.18645161","0.0","1","8","","false","Peripharal","AT5G13280","7.0","","1","0","0","","0.60333438","false","0","AT5G13280","47","0","","0.0","",""
"15","4","5.3633218","0.0","0.18645161","0.0","1","8","","false","Peripharal","AT4G26750","7.0","","1","0","0","","0.60333438","false","0","AT4G26750","47","0","","0.0","",""
"55","22","4.29873126","0.0046562","0.23262678","0.0","5","8","","false","inner","AT4G02150","13.0","","5","0","0","4CND","0.70011534","false","0","AT4G02150","18","22822","EffeTarg","0.21818182","",""
"10","3","5.29757785","0.0","0.18876551","0.0","1","9","","false","Peripharal","AT3G44670","5.0","","1","0","0","","0.6093111","false","0","AT3G44670","47","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G43520","103.0","","1","0","0","2MRP","0.63741218","false","0","AT3G43520","3","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G42725","103.0","","1","0","0","","0.63741218","false","0","AT3G42725","3","0","","0.0","",""
"25","8","4.82352941","0.0","0.20731707","0.0","1","8","","false","Peripharal","AT3G29035","15.0","","1","0","0","","0.65240642","false","0","AT3G29035","38","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G29034","103.0","","1","0","0","","0.63741218","false","0","AT3G29034","3","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G28080","103.0","","1","0","0","","0.63741218","false","0","AT3G28080","3","0","","0.0","",""
"15","5","4.816609","0.0","0.20761494","0.0","1","8","","false","Peripharal","AT5G03430","9.0","","1","0","0","","0.65303555","false","0","AT5G03430","47","0","","0.0","",""
"30","12","4.61476355","3.1301E-4","0.21669583","0.0","3","8","","false","Peripharal","AT4G23050","5.66666667","","3","0","0","","0.67138513","false","0","AT4G23050","34","4854","","0.38888889","",""
"70","38","4.27681661","0.01064047","0.23381877","0.0","9","7","","false","","HOPAB_group","3.66666667","","9","0","0","","0.70210758","false","0","HOPAB_group",,"63602","","0.12121212","",""
"40","17","4.64129181","9.3307E-4","0.21545726","0.0","4","7","","false","inner","HARXL79","5.5","","4","0","0","","0.66897347","false","0","HARXL79","25","11004","","0.34615385","",""
"15","5","5.18800461","0.0","0.19275233","0.0","1","9","","false","Peripharal","AT5G66910","8.0","","1","0","0","","0.61927231","false","0","AT5G66910","47","0","","0.0","",""
"70","38","4.18915802","0.01350172","0.23871145","0.0","8","8","","false","inner","AT3G27960","10.5","","8","0","0","","0.71007654","false","0","AT3G27960","8","103796","EffeTarg","0.1637931","",""
"25","10","4.48673587","0.0","0.22287918","0.0","1","8","","false","Peripharal","AT3G25710","19.0","","1","0","0","4CND","0.68302401","false","0","AT3G25710","35","0","EffeTarg","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G25585","103.0","","1","0","0","","0.63741218","false","0","AT3G25585","3","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G25220","103.0","","1","0","0","","0.63741218","false","0","AT3G25220","3","0","","0.0","",""
"85","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G25190","103.0","","1","0","0","","0.63741218","false","0","AT3G25190","3","0","","0.0","",""
"10","3","5.41753172","0.0","0.18458591","0.0","1","9","","false","Peripharal","AT3G23340","4.0","","1","0","0","","0.59840621","false","0","AT3G23340","47","0","","0.0","",""
"20","6","5.04844291","1.425E-5","0.19808088","0.0","2","8","","false","Peripharal","AT3G23060","4.0","","2","0","0","","0.63195974","false","0","AT3G23060","47","230","","0.6","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G22570","103.0","","1","0","0","","0.63741218","false","0","AT3G22570","3","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G22550","103.0","","1","0","0","","0.72056202","false","0","AT3G22550","3","0","","0.0","",""
"5","2","6.29296424","0.0","0.15890762","0.0","1","10","","false","Peripharal","AT4G25110","3.0","","1","0","0","","0.51882143","false","0","AT4G25110","47","0","","0.0","",""
"25","7","5.29411765","0.00269884","0.18888889","0.0","3","9","","false","Peripharal","AT3G22440","2.66666667","","3","0","0","","0.60962567","false","0","AT3G22440","47","13178","","0.33333333","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G22110","103.0","","1","0","0","","0.72056202","false","0","AT3G22110","3","0","","0.0","",""
"15","5","5.69434833","0.0","0.17561272","0.0","1","9","","false","Peripharal","AT3G21490","8.0","","1","0","0","","0.57324106","false","0","AT3G21490","47","0","EffeTarg","0.0","",""
"15","4","5.41291811","0.0","0.18474323","0.0","1","9","","false","Peripharal","AT3G21175","7.0","","1","0","0","","0.59882563","false","0","AT3G21175","47","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G20510","103.0","","1","0","0","","0.63741218","false","0","AT3G20510","3","0","","0.0","",""
"30","12","5.12456747","0.0","0.19513842","0.0","1","8","","false","Peripharal","AT3G20260","23.0","","1","0","0","","0.62503932","false","0","AT3G20260","34","0","","0.0","",""
"40","17","4.79354095","1.3266E-4","0.20861405","0.0","3","8","","false","Peripharal","AT4G24500","11.0","","3","0","0","","0.65513264","false","0","AT4G24500","27","4082","","0.5","",""
"0","1","1.0","0.0","1.0","0.0","1","1","Defense","false","Peripharal","AT5G04720","1.0","","1","0","0","","1.0","false","0","AT5G04720","55","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G19860","1.0","","1","0","0","","1.0","false","0","AT3G19860","65","0","","0.0","",""
"15","5","5.06343714","0.0","0.19749431","0.0","1","8","","false","Peripharal","AT3G19700","8.0","","1","0","0","1ESN","0.63059662","false","0","AT3G19700","47","0","EffeTarg","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G18280","103.0","","1","0","0","","0.63741218","false","0","AT3G18280","3","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G17440","103.0","","1","0","0","","0.63741218","false","0","AT3G17440","3","0","","0.0","",""
"20","6","4.94232987","0.0","0.20233372","0.0","1","8","","false","Peripharal","AT3G17410","11.0","","1","0","0","","0.64160638","false","0","AT3G17410","47","0","EffeTarg","0.0","",""
"55","22","5.66435986","0.0","0.17654246","0.0","1","9","","false","inner","AT3G15430","43.0","","1","0","0","","0.57596729","false","0","AT3G15430","18","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G23750","1.0","","1","0","0","","1.0","false","0","AT3G23750","63","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G15420","1.0","","1","0","0","","1.0","false","0","AT3G15420","66","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G15060","103.0","","1","0","0","","0.63741218","false","0","AT3G15060","3","0","","0.0","",""
"15","5","5.16032295","0.0","0.19378632","0.0","1","9","","false","Peripharal","AT3G14470","9.0","","1","0","0","2MRP","0.62178882","false","0","AT3G14470","47","0","","0.0","",""
"35","14","4.79815456","0.00261999","0.20841346","0.0","4","8","","false","Peripharal","AT4G20790","3.75","","4","0","0","","0.65471322","false","0","AT4G20790","27","19972","","0.25","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","inner","HARXL74","33.0","","1","0","0","","0.6026004","false","0","HARXL74","26","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT5G16880","33.0","","1","0","0","2MRP","0.6026004","false","0","AT5G16880","27","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT4G39610","33.0","","1","0","0","","0.6026004","false","0","AT4G39610","27","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT4G31430","33.0","","1","0","0","","0.6026004","false","0","AT4G31430","27","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT4G27700","33.0","","1","0","0","","0.6026004","false","0","AT4G27700","27","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT4G21720","33.0","","1","0","0","","0.6026004","false","0","AT4G21720","27","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT4G02080","33.0","","1","0","0","","0.6026004","false","0","AT4G02080","27","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT3G53180","33.0","","1","0","0","","0.6026004","false","0","AT3G53180","27","0","","0.0","",""
"90","47","3.89158016","0.03122219","0.25696503","0.0","2","7","","false","inner","AT3G20680","68.0","","2","0","0","","0.73712908","false","0","AT3G20680","3","52748","","0.5","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G13520","103.0","","1","0","0","","0.63741218","false","0","AT3G13520","3","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G13310","103.0","","1","0","0","","0.72056202","false","0","AT3G13310","3","0","","0.0","",""
"20","6","5.2745098","0.0","0.18959108","0.0","1","9","","false","Peripharal","AT3G13222","10.0","","1","0","0","","0.6114082","false","0","AT3G13222","47","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G12930","103.0","","1","0","0","","0.72056202","false","0","AT3G12930","3","0","","0.0","",""
"50","21","5.67012687","7.531E-5","0.1763629","0.0","4","10","","false","inner","AT5G66480","6.25","","4","0","0","","0.57544301","false","0","AT5G66480","20","470","EffeTarg","0.65625","",""
"95","47","4.6839677","0.01542308","0.21349421","0.14285714","7","9","","false","inner","AT3G11820","19.57142857","","7","0","0","4CND","0.66509385","false","0","AT3G11820","3","51000","","0.16940582","",""
"0","1","1.0","0.0","1.0","0.0","3","1","","false","","HOPM1_group","1.0","","2","0","0","","1.0","false","1","HOPM1_group",,"0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G11720","1.0","","1","0","0","","1.0","false","0","AT3G11720","68","0","EffeTarg","0.0","",""
"20","7","4.455594","3.282E-4","0.22443697","0.0","2","7","","false","","HopAG1_Psy B728A","4.0","","2","0","0","","0.68585509","false","0","HopAG1_Psy B728A",,"2386","","0.5","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G10970","103.0","","1","0","0","","0.72056202","false","0","AT3G10970","4","0","","0.0","",""
"20","7","5.06805075","1.179E-4","0.19731452","0.0","2","9","","false","Peripharal","AT3G10250","5.0","","2","0","0","","0.6301772","false","0","AT3G10250","47","1356","EffeTarg","0.57142857","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G10140","103.0","","1","0","0","","0.72056202","false","0","AT3G10140","4","0","","0.0","",""
"25","11","4.40253749","0.0","0.22714173","0.0","1","8","","false","Peripharal","AT3G09630","21.0","","1","0","0","2MRP","0.69067841","false","0","AT3G09630","34","0","EffeTarg","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G08740","103.0","","1","0","0","","0.72056202","false","0","AT3G08740","4","0","","0.0","",""
"70","37","4.07381776","0.00951599","0.24546999","0.0","7","8","","false","inner","HARXLL515","11.71428571","","7","0","0","","0.72056202","false","0","HARXLL515","8","95064","","0.17006803","",""
"50","21","4.183391","0.00268953","0.23904053","0.0","4","7","","false","","HopZ_group","14.25","","4","0","0","","0.71060082","false","0","HopZ_group",,"21936","","0.265","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT5G67530","41.0","","1","0","0","2MRP","0.65135787","false","0","AT5G67530","20","0","","0.0","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT5G66720","72.0","","2","0","0","","0.73010381","false","0","AT5G66720","2","33732","","0.52985075","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT5G58950","41.0","","1","0","0","","0.65135787","false","0","AT5G58950","20","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT5G41070","41.0","","1","0","0","","0.65135787","false","0","AT5G41070","20","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","Defense","false","inner","AT5G15080","41.0","","1","0","0","","0.65135787","false","0","AT5G15080","20","0","","0.0","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT5G11450","72.0","","2","0","0","","0.73010381","false","0","AT5G11450","2","33732","","0.52985075","",""
"50","21","4.73125721","0.00134173","0.21136031","0.0","2","8","","false","inner","AT5G04600","32.0","","2","0","0","","0.6607948","false","0","AT5G04600","20","7678","","0.50819672","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT5G04470","41.0","","1","0","0","3CLB","0.65135787","false","0","AT5G04470","20","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT5G03540","41.0","","1","0","0","2MRP","0.65135787","false","0","AT5G03540","20","0","","0.0","",""
"50","21","4.41868512","0.0058783","0.22631167","0.0","4","8","","false","inner","AT4G39270","11.75","","4","0","0","","0.68921044","false","0","AT4G39270","20","47112","","0.25","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT4G21780","41.0","","1","0","0","","0.65135787","false","0","AT4G21780","20","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT4G11170","41.0","","1","0","0","","0.65135787","false","0","AT4G11170","20","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT3G45210","41.0","","1","0","0","","0.65135787","false","0","AT3G45210","20","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT3G42050","41.0","","1","0","0","","0.65135787","false","0","AT3G42050","20","0","","0.0","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT3G29160","72.0","","2","0","0","","0.73010381","false","0","AT3G29160","3","33732","","0.52985075","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT3G17668","72.0","","2","0","0","","0.73010381","false","0","AT3G17668","3","33732","","0.52985075","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT3G16250","41.0","","1","0","0","","0.65135787","false","0","AT3G16250","20","0","","0.0","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT3G15160","72.0","","2","0","0","","0.73010381","false","0","AT3G15160","3","33732","","0.52985075","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G07480","103.0","","1","0","0","","0.72056202","false","0","AT3G07480","4","0","","0.0","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT3G07440","72.0","","2","0","0","","0.73010381","false","0","AT3G07440","4","33732","","0.52985075","",""
"30","12","5.12456747","0.0","0.19513842","0.0","1","8","","false","Peripharal","AT3G07310","23.0","","1","0","0","","0.62503932","false","0","AT3G07310","34","0","","0.0","",""
"70","40","4.27566321","0.00375549","0.23388185","0.0","8","8","","false","inner","AT5G05160","10.625","","8","0","0","3CLB","0.70221244","false","0","AT5G05160","8","68414","","0.26736111","",""
"60","27","4.34717416","0.00441984","0.23003449","0.0","5","8","","false","inner","AT3G56100","8.4","","5","0","0","","0.69571144","false","0","AT3G56100","17","48130","","0.27407407","",""
"30","14","4.74279123","0.00281169","0.2108463","0.0","3","8","","false","Peripharal","AT3G51740","7.66666667","","3","0","0","","0.65974625","false","0","AT3G51740","27","23154","","0.41666667","",""
"70","38","4.18800461","0.00449078","0.2387772","0.0","7","7","","false","inner","AT3G17840","9.28571429","","7","0","0","","0.7101814","false","0","AT3G17840","8","54290","","0.27619048","",""
"25","11","5.03344867","9.415E-5","0.19867094","0.0","2","8","","false","Peripharal","AT3G08680","9.0","","2","0","0","","0.63332285","false","0","AT3G08680","34","300","","0.53333333","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G06790","103.0","","1","0","0","","0.72056202","false","0","AT3G06790","4","0","","0.0","",""
"45","18","4.51557093","0.00106151","0.22145594","0.0","3","8","","false","inner","AT3G06720","18.66666667","","3","0","0","5NO PHE5NOTYPE","0.68040264","false","0","AT3G06720","22","7802","EffeTarg","0.36805556","",""
"25","8","4.79815456","6.9102E-4","0.20841346","0.0","2","8","","false","Peripharal","AT3G06430","7.0","","2","0","0","1ESN","0.65471322","false","0","AT3G06430","39","1356","","0.5","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT3G05935","41.0","","1","0","0","","0.65135787","false","0","AT3G05935","20","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G05625","103.0","","1","0","0","","0.72056202","false","0","AT3G05625","4","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT3G05330","41.0","","1","0","0","3CLB","0.65135787","false","0","AT3G05330","20","0","","0.0","",""
"20","7","5.33102653","0.0","0.18758113","0.0","1","8","","false","Peripharal","AT3G05020","13.0","","1","0","0","","0.60627032","false","0","AT3G05020","47","0","","0.0","",""
"10","3","5.34371396","0.0","0.18713577","0.0","1","9","","false","Peripharal","AT3G03950","5.0","","1","0","0","","0.60511691","false","0","AT3G03950","47","0","","0.0","",""
"90","47","4.66666667","0.0","0.21428571","1.0","2","8","","false","inner","AT5G61210","57.0","","2","0","0","","0.66666667","false","0","AT5G61210","2","0","","0.52777778","",""
"20","6","5.19031142","0.0","0.19266667","0.0","1","9","","false","Peripharal","AT5G28770","11.0","","1","0","0","","0.6190626","false","0","AT5G28770","47","0","","0.0","",""
"95","47","4.20876586","0.02952779","0.23759934","0.05555556","9","8","","false","inner","AT4G35580","17.0","","9","0","0","2MRP","0.70829401","false","0","AT4G35580","2","178416","EffeTarg","0.13841808","",""
