"_wks_percentile_bucket","_wkshell","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","GO","IsSingleNode","layers_ppin","name","NeighborhoodConnectivity","noefftarg","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Phenotype","Radiality","selected","SelfLoops","shared name","shells_ppin","Stress","targ","TopologicalCoefficient","Yali_pheno","Yali_pheno111"
"95","47","4.59400231","0.00144556","0.21767512","0.13333333","6","8","","false","inner","AT4G19030","22.83333333","","6","0","0","4CND","0.67327252","false","0","AT4G19030","2","17704","EffeTarg","0.2030303","",""
"95","47","4.65859285","9.1271E-4","0.21465709","0.1","5","8","","false","inner","AT3G60600","26.4","","5","0","0","","0.66740065","false","0","AT3G60600","3","13432","EffeTarg","0.23669725","",""
"40","17","5.05074971","3.4924E-4","0.19799041","0.0","3","9","","false","Peripharal","AT3G16310","8.33333333","","3","0","0","","0.63175003","false","0","AT3G16310","27","7448","EffeTarg","0.56410256","",""
"20","6","5.19031142","0.0","0.19266667","0.0","1","9","","false","Peripharal","AT3G06530","11.0","","1","0","0","","0.6190626","false","0","AT3G06530","47","0","","0.0","",""
"70","38","4.02076125","0.00587077","0.24870912","0.0","6","7","","false","inner","AT3G02880","13.5","","6","0","0","","0.72538534","false","0","AT3G02880","8","91058","","0.32894737","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT3G02690","103.0","","1","0","0","","0.63741218","false","0","AT3G02690","4","0","","0.0","",""
"95","47","3.85005767","0.01129743","0.25973637","0.05555556","9","7","","false","","HOPR1_group","16.77777778","","9","0","0","","0.74090385","false","0","HOPR1_group",,"67580","","0.12888889","",""
"30","14","4.78085352","1.7088E-4","0.20916767","0.0","3","8","","false","Peripharal","AT4G21610","5.33333333","","3","0","0","","0.65628604","false","0","AT4G21610","27","2642","","0.36111111","",""
"65","27","4.41522491","0.00281691","0.22648903","0.0","5","7","","false","inner","AT3G42880","8.2","","5","0","0","","0.68952501","false","0","AT3G42880","17","32130","","0.27692308","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT3G01660","33.0","","1","0","0","","0.6026004","false","0","AT3G01660","27","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G01370","103.0","","1","0","0","1ESN","0.72056202","false","0","AT3G01370","4","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT3G01180","103.0","","1","0","0","","0.72056202","false","0","AT3G01180","4","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G47770","103.0","","1","0","0","","0.63741218","false","0","AT2G47770","4","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G11930","1.0","","1","0","0","2MRP","1.0","false","0","AT3G11930","67","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT2G47710","1.0","","1","0","0","2MRP","1.0","false","0","AT2G47710","70","0","","0.0","",""
"20","6","4.94232987","0.0","0.20233372","0.0","1","8","","false","Peripharal","AT2G47060","11.0","","1","0","0","","0.64160638","false","0","AT2G47060","47","0","EffeTarg","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G46870","103.0","","1","0","0","","0.72056202","false","0","AT2G46870","4","0","","0.0","",""
"45","20","4.43021915","0.00284426","0.22572247","0.0","3","8","","false","inner","HARXLL464","13.66666667","","3","0","0","","0.6881619","false","0","HARXLL464","21","12326","","0.34234234","",""
"5","2","5.42906574","0.0","0.18419375","0.0","1","9","","false","Peripharal","AT2G46420","3.0","","1","0","0","","0.59735766","false","0","AT2G46420","47","0","EffeTarg","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G45770","103.0","","1","0","0","2MRP","0.72056202","false","0","AT2G45770","4","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G45070","103.0","","1","0","0","","0.63741218","false","0","AT2G45070","4","0","","0.0","",""
"55","22","5.66435986","0.0","0.17654246","0.0","1","9","","false","inner","AT2G44090","43.0","","1","0","0","2MRP","0.57596729","false","0","AT2G44090","19","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G44080","103.0","","1","0","0","","0.63741218","false","0","AT2G44080","5","0","","0.0","",""
"15","5","5.06343714","0.0","0.19749431","0.0","1","8","","false","Peripharal","AT2G44010","8.0","","1","0","0","","0.63059662","false","0","AT2G44010","47","0","EffeTarg","0.0","",""
"95","47","3.79469435","0.01869604","0.26352584","0.0","5","7","","false","inner","AT3G63210","26.4","","5","0","0","","0.74593688","false","0","AT3G63210","3","69984","EffeTarg","0.20819672","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G43510","103.0","","1","0","0","","0.63741218","false","0","AT2G43510","5","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G42870","41.0","","1","0","0","2MRP","0.65135787","false","0","AT2G42870","21","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G42260","103.0","","1","0","0","3CLB","0.72056202","false","0","AT2G42260","5","0","","0.0","",""
"55","24","4.44867359","0.00104649","0.2247861","0.0","4","8","","false","inner","AT2G41350","12.75","","4","0","0","1ESN","0.68648422","false","0","AT2G41350","18","21250","EffeTarg","0.32638889","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G39960","103.0","","1","0","0","2MRP","0.63741218","false","0","AT2G39960","5","0","","0.0","",""
"5","2","5.37716263","0.0","0.18597169","0.0","1","8","","false","","HOPQ1-1_group","2.0","","1","0","0","","0.60207612","false","0","HOPQ1-1_group",,"0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G39250","103.0","","1","0","0","","0.72056202","false","0","AT2G39250","5","0","","0.0","",""
"90","47","4.05651672","0.00179268","0.24651692","0.0","2","7","","false","inner","AT2G38300","55.5","","2","0","0","","0.72213484","false","0","AT2G38300","5","14390","","0.50934579","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G38270","103.0","","1","0","0","","0.72056202","false","0","AT2G38270","5","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G37180","103.0","","1","0","0","","0.63741218","false","0","AT2G37180","5","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G36900","103.0","","1","0","0","","0.63741218","false","0","AT2G36900","5","0","","0.0","",""
"40","17","4.78431373","3.1599E-4","0.20901639","0.0","3","8","","false","Peripharal","AT5G10500","11.66666667","","3","0","0","","0.65597148","false","0","AT5G10500","27","6688","","0.48484848","",""
"25","8","5.25144175","1.0423E-4","0.1904239","0.0","2","9","","false","Peripharal","AT4G11100","6.0","","2","0","0","","0.6135053","false","0","AT4G11100","38","1620","","0.5","",""
"20","7","5.28373702","0.00460828","0.18925999","0.0","2","9","","false","Peripharal","AT3G53540","6.0","","2","0","0","","0.61056936","false","0","AT3G53540","47","31108","","0.5","",""
"70","44","4.28950404","0.0130361","0.23312718","0.0","10","8","","false","inner","AT2G36570","7.9","","10","0","0","","0.70095418","false","0","AT2G36570","7","123488","","0.19166667","",""
"30","12","5.12456747","0.0","0.19513842","0.0","1","8","","false","Peripharal","AT2G36145","23.0","","1","0","0","","0.62503932","false","0","AT2G36145","34","0","","0.0","",""
"20","7","4.61245675","0.0","0.2168042","0.0","1","8","","false","Peripharal","AT2G35940","13.0","","1","0","0","4CND","0.67159484","false","0","AT2G35940","47","0","EffeTarg","0.0","",""
"55","26","4.22260669","0.00237932","0.23682054","0.0","5","7","","false","inner","AT5G51910","7.0","","5","0","0","","0.70703576","false","0","AT5G51910","17","24044","EffeTarg","0.27272727","",""
"10","3","5.47174164","0.0","0.18275717","0.0","1","9","","false","Peripharal","AT4G35790","5.0","","1","0","0","","0.59347803","false","0","AT4G35790","47","0","","0.0","",""
"15","5","5.06343714","0.0","0.19749431","0.0","1","8","","false","Peripharal","AT2G35500","8.0","","1","0","0","5NO PHE5NOTYPE","0.63059662","false","0","AT2G35500","47","0","EffeTarg","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G35240","103.0","","1","0","0","","0.72056202","false","0","AT2G35240","5","0","","0.0","",""
"45","20","4.43252595","0.00230681","0.225605","0.0","2","8","","false","inner","HARXLL429","19.5","","2","0","0","","0.68795219","false","0","HARXLL429","21","7758","","0.5","",""
"5","2","5.43137255","0.0","0.18411552","0.0","1","9","","false","Peripharal","AT2G34970","2.0","","1","0","0","2MRP","0.59714795","false","0","AT2G34970","47","0","EffeTarg","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G34720","103.0","","1","0","0","5NO PHE5NOTYPE","0.72056202","false","0","AT2G34720","5","0","","0.0","",""
"15","5","5.12687428","0.0","0.19505062","0.0","1","9","","false","Peripharal","AT2G34710","8.0","","1","0","0","2MRP","0.62482961","false","0","AT2G34710","47","0","EffeTarg","0.0","",""
"20","7","5.01960784","1.9634E-4","0.19921875","0.0","2","8","","false","Peripharal","AT5G59670","5.5","","2","0","0","","0.63458111","false","0","AT5G59670","45","1926","EffeTarg","0.5","",""
"30","12","5.12456747","0.0","0.19513842","0.0","1","8","","false","Peripharal","AT2G33390","23.0","","1","0","0","","0.62503932","false","0","AT2G33390","34","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G33210","103.0","","1","0","0","","0.72056202","false","0","AT2G33210","5","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G33120","103.0","","1","0","0","","0.63741218","false","0","AT2G33120","5","0","","0.0","",""
"90","47","3.67474048","0.04199167","0.27212806","0.0","2","7","","false","inner","AT2G32840","103.0","","2","0","0","","0.75684177","false","0","AT2G32840","5","244276","","0.5049505","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G31890","103.0","","1","0","0","","0.72056202","false","0","AT2G31890","5","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G31490","103.0","","1","0","0","","0.63741218","false","0","AT2G31490","5","0","","0.0","",""
"15","5","4.88696655","0.0","0.20462591","0.0","1","8","","false","Peripharal","AT2G31260","9.0","","1","0","0","4CND","0.6466394","false","0","AT2G31260","47","0","EffeTarg","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G31040","103.0","","1","0","0","","0.63741218","false","0","AT2G31040","5","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G30960","41.0","","1","0","0","","0.65135787","false","0","AT2G30960","21","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT2G30880","33.0","","1","0","0","","0.6026004","false","0","AT2G30880","27","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G30590","41.0","","1","0","0","","0.65135787","false","0","AT2G30590","21","0","","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G30550","103.0","","1","0","0","","0.72056202","false","0","AT2G30550","5","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G30390","103.0","","1","0","0","","0.63741218","false","0","AT2G30390","5","0","","0.0","",""
"30","14","4.57670127","0.0","0.21849798","0.0","1","8","","false","Peripharal","AT2G30120","26.0","","1","0","0","","0.67484534","false","0","AT2G30120","27","0","","0.0","",""
"50","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G29510","41.0","","1","0","0","","0.65135787","false","0","AT2G29510","21","0","","0.0","",""
"20","7","4.59861592","9.2827E-4","0.21745673","0.0","2","8","","false","Peripharal","AT2G28990","4.0","","2","0","0","","0.6728531","false","0","AT2G28990","47","5604","","0.5","",""
"30","13","4.39561707","0.00690976","0.22749934","0.0","3","8","","false","Peripharal","AT3G01500","8.0","","3","0","0","","0.69130754","false","0","AT3G01500","31","31774","EffeTarg","0.33333333","",""
"5","2","5.39446367","0.0","0.18537524","0.0","1","9","","false","Peripharal","AT2G28960","3.0","","1","0","0","","0.6005033","false","0","AT2G28960","47","0","","0.0","",""
"5","2","6.32525952","0.0","0.15809628","0.0","1","9","","false","","HopA1_Pto DC3000","3.0","","1","0","0","","0.5158855","false","0","HopA1_Pto DC3000",,"0","","0.0","",""
"5","2","6.32525952","0.0","0.15809628","0.0","1","9","","false","Peripharal","AT5G63930","3.0","","1","0","0","","0.5158855","false","0","AT5G63930","47","0","","0.0","Yali","Yali"
"25","8","5.32641292","0.00461095","0.18774361","0.0","3","8","","false","Peripharal","AT2G28890","5.0","","3","0","0","2MRP","0.60668973","false","0","AT2G28890","41","25082","EffeTarg","0.33333333","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G27990","103.0","","1","0","0","2MRP","0.72056202","false","0","AT2G27990","5","0","","0.0","",""
"15","5","5.06343714","0.0","0.19749431","0.0","1","8","","false","Peripharal","AT2G27480","8.0","","1","0","0","","0.63059662","false","0","AT2G27480","47","0","EffeTarg","0.0","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G26800","103.0","","1","0","0","2MRP","0.72056202","false","0","AT2G26800","5","0","","0.0","",""
"45","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G26770","41.0","","1","0","0","","0.65135787","false","0","AT2G26770","21","0","","0.0","",""
"30","12","4.68627451","8.056E-5","0.21338912","0.0","2","8","","false","Peripharal","AT2G26730","9.5","","2","0","0","","0.66488414","false","0","AT2G26730","34","520","","0.56666667","",""
"45","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G26180","41.0","","1","0","0","","0.65135787","false","0","AT2G26180","21","0","","0.0","",""
"50","21","4.73125721","0.00134173","0.21136031","0.0","2","8","","false","inner","AT2G25730","32.0","","2","0","0","","0.6607948","false","0","AT2G25730","21","7678","","0.50819672","",""
"70","37","4.12802768","0.0158567","0.24224644","0.0","8","8","","false","","HARXL45_group","11.25","","8","0","0","","0.71563385","false","0","HARXL45_group",,"104152","","0.13486842","",""
"50","22","5.66435986","0.0","0.17654246","0.0","1","9","","false","inner","AT2G25490","43.0","","1","0","0","4CND","0.57596729","false","0","AT2G25490","20","0","","0.0","",""
"50","21","4.35640138","0.00203161","0.22954726","0.0","2","8","","false","inner","AT2G24570","33.5","","2","0","0","","0.6948726","false","0","AT2G24570","21","9338","","0.5","",""
"30","12","5.12456747","0.0","0.19513842","0.0","1","8","","false","Peripharal","AT2G24550","23.0","","1","0","0","","0.62503932","false","0","AT2G24550","34","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G24290","103.0","","1","0","0","2MRP","0.63741218","false","0","AT2G24290","5","0","","0.0","",""
"50","22","5.66435986","0.0","0.17654246","0.0","1","9","","false","inner","AT2G24250","43.0","","1","0","0","","0.57596729","false","0","AT2G24250","20","0","","0.0","",""
"10","3","6.09688581","0.0","0.16401816","0.0","1","10","","false","Peripharal","AT2G37560","5.0","","1","0","0","1ESN","0.53664674","false","0","AT2G37560","47","0","","0.0","","Yali"
"5","2","5.34832757","0.0","0.18697434","0.0","1","9","","false","Peripharal","HARXLL437","3.0","","1","0","0","","0.60469749","false","0","HARXLL437","47","0","","0.0","",""
"45","20","4.34948097","0.00261305","0.22991249","0.0","3","8","","false","inner","AT2G23420","15.0","","3","0","0","","0.69550173","false","0","AT2G23420","22","18354","EffeTarg","0.35897436","",""
"70","41","3.88811995","0.032186","0.25719371","0.0","9","7","","false","inner","HARXLL60","5.88888889","","9","0","0","","0.73744364","false","0","HARXLL60","8","199078","","0.14814815","",""
"95","51","4.35063437","0.00753776","0.22985154","0.0","12","7","","false","inner","HARXL73","4.58333333","","12","0","0","","0.69539688","false","0","HARXL73","1","99254","","0.13782051","",""
"10","3","5.47174164","0.0","0.18275717","0.0","1","9","","false","Peripharal","AT2G22810","5.0","","1","0","0","2MRP","0.59347803","false","0","AT2G22810","47","0","","0.0","",""
"15","5","5.53056517","0.0","0.18081335","0.0","1","9","","false","Peripharal","AT4G14560","8.0","","1","0","0","2MRP","0.58813044","false","0","AT4G14560","47","0","","0.0","",""
"15","5","5.53056517","0.0","0.18081335","0.0","1","9","","false","Peripharal","AT3G15540","8.0","","1","0","0","5NO PHE5NOTYPE","0.58813044","false","0","AT3G15540","47","0","","0.0","",""
"45","20","4.43252595","0.00230681","0.225605","0.0","2","8","","false","inner","HARXLCRN15","19.5","","2","0","0","","0.68795219","false","0","HARXLCRN15","21","7758","","0.5","",""
"5","2","5.43137255","0.0","0.18411552","0.0","1","9","","false","Peripharal","AT2G22480","2.0","","1","0","0","","0.59714795","false","0","AT2G22480","47","0","EffeTarg","0.0","",""
"25","8","4.71626298","1.3493E-4","0.21203228","0.0","2","8","","false","","HopC1_Pto DC3000","5.5","","2","0","0","","0.66215791","false","0","HopC1_Pto DC3000",,"324","","0.5625","",""
"45","20","4.42099193","0.00704926","0.22619358","0.0","4","8","","false","inner","AT4G23470","11.0","","4","0","0","","0.68900073","false","0","AT4G23470","22","28390","","0.25641026","",""
"20","7","5.33102653","0.0","0.18758113","0.0","1","8","","false","Peripharal","AT2G19080","13.0","","1","0","0","2MRP","0.60627032","false","0","AT2G19080","47","0","","0.0","",""
"90","47","4.05074971","0.00156576","0.24686788","0.0","2","7","","false","inner","AT2G18730","54.0","","2","0","0","","0.72265912","false","0","AT2G18730","5","11874","","0.5047619","",""
"80","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT2G17880","103.0","","1","0","0","2MRP","0.72056202","false","0","AT2G17880","5","0","","0.0","",""
"45","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G17670","41.0","","1","0","0","","0.65135787","false","0","AT2G17670","21","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT5G56010","1.0","","1","0","0","","1.0","false","0","AT5G56010","53","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT2G17660","1.0","","1","0","0","","1.0","false","0","AT2G17660","71","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G16850","103.0","","1","0","0","","0.63741218","false","0","AT2G16850","5","0","","0.0","",""
"30","14","5.32525952","3.14E-5","0.18778428","0.0","2","9","","false","Peripharal","AT2G15300","12.0","","2","0","0","","0.60679459","false","0","AT2G15300","27","968","","0.61111111","",""
"20","7","5.62399077","0.0","0.17780968","0.0","1","9","","false","Peripharal","AT2G07040","12.0","","1","0","0","","0.5796372","false","0","AT2G07040","47","0","","0.0","",""
"20","7","4.61245675","0.0","0.2168042","0.0","1","8","","false","Peripharal","AT2G04800","13.0","","1","0","0","","0.67159484","false","0","AT2G04800","47","0","EffeTarg","0.0","",""
"50","22","5.66435986","0.0","0.17654246","0.0","1","9","","false","inner","AT2G04230","43.0","","1","0","0","","0.57596729","false","0","AT2G04230","20","0","","0.0","",""
"10","3","5.39215686","0.00230681","0.18545455","0.0","2","9","","false","Peripharal","AT5G07280","2.0","","2","0","0","1ESN","0.60071301","false","0","AT5G07280","47","10594","","0.5","",""
"5","2","6.39100346","0.0","0.15646995","0.0","1","10","","false","Peripharal","AT2G04030","2.0","","1","0","0","1ESN","0.50990878","false","0","AT2G04030","47","0","","0.0","Yali","Yali"
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G03120","103.0","","1","0","0","1ESN","0.63741218","false","0","AT2G03120","5","0","","0.0","",""
"80","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G02990","103.0","","1","0","0","","0.63741218","false","0","AT2G02990","5","0","","0.0","",""
"20","6","4.92618224","0.0","0.20299696","0.0","1","8","","false","Peripharal","AT2G02220","10.0","","1","0","0","2MRP","0.64307434","false","0","AT2G02220","47","0","","0.0","",""
"90","47","3.85582468","0.00399048","0.25934789","0.0","2","7","","false","inner","AT2G01760","64.5","","2","0","0","","0.74037957","false","0","AT2G01760","5","22362","","0.508","",""
"15","5","4.816609","0.0","0.20761494","0.0","1","8","","false","Peripharal","AT2G01570","9.0","","1","0","0","2MRP","0.65303555","false","0","AT2G01570","47","0","","0.0","",""
"45","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT2G01250","41.0","","1","0","0","","0.65135787","false","0","AT2G01250","21","0","","0.0","",""
"10","3","6.28604383","0.0","0.15908257","0.0","1","10","","false","Peripharal","AT2G01210","4.0","","1","0","0","2MRP","0.51945056","false","0","AT2G01210","47","0","","0.0","Yali","Yali"
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT2G01175","103.0","","1","0","0","","0.63741218","false","0","AT2G01175","5","0","","0.0","",""
"30","14","4.11303345","0.01320307","0.24312956","0.0","2","8","","false","Peripharal","AT1G79430","16.0","","2","0","0","3CLB","0.71699696","false","0","AT1G79430","27","53030","EffeTarg","0.5","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G79040","103.0","","1","0","0","3CLB","0.63741218","false","0","AT1G79040","5","0","","0.0","",""
"5","2","1.66666667","0.0","0.6","0.0","1","2","","false","Peripharal","AT1G78980","3.0","","1","0","0","","0.66666667","false","0","AT1G78980","47","0","","0.0","",""
"90","47","3.96885813","0.00224531","0.25196164","0.0","2","7","","false","inner","AT1G77400","72.0","","2","0","0","","0.73010381","false","0","AT1G77400","5","33732","","0.52985075","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G77380","103.0","","1","0","0","","0.63741218","false","0","AT1G77380","5","0","","0.0","",""
"20","7","5.33102653","0.0","0.18758113","0.0","1","8","","false","Peripharal","AT1G77180","13.0","","1","0","0","2MRP","0.60627032","false","0","AT1G77180","47","0","","0.0","",""
"50","22","5.66435986","0.0","0.17654246","0.0","1","9","","false","inner","AT1G76900","43.0","","1","0","0","","0.57596729","false","0","AT1G76900","20","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT5G63370","31.0","","1","0","0","","0.67715214","false","0","AT5G63370","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT5G39890","31.0","","1","0","0","","0.67715214","false","0","AT5G39890","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT4G29080","31.0","","1","0","0","","0.67715214","false","0","AT4G29080","27","0","","0.0","",""
"55","25","4.22260669","0.00452987","0.23682054","0.0","6","7","","false","inner","AT4G28230","8.33333333","","6","0","0","","0.70703576","false","0","AT4G28230","18","9400","","0.18803419","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT4G02770","31.0","","1","0","0","","0.67715214","false","0","AT4G02770","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT4G00780","31.0","","1","0","0","","0.67715214","false","0","AT4G00780","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT3G55240","31.0","","1","0","0","2MRP","0.67715214","false","0","AT3G55240","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT3G26030","31.0","","1","0","0","","0.67715214","false","0","AT3G26030","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT3G20420","31.0","","1","0","0","3CLB","0.67715214","false","0","AT3G20420","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT3G15660","31.0","","1","0","0","","0.67715214","false","0","AT3G15660","27","0","","0.0","",""
"50","21","4.31141869","0.00391302","0.23194222","0.0","2","8","","false","inner","AT3G01690","36.0","","2","0","0","","0.69896194","false","0","AT3G01690","21","19538","","0.5","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT2G42580","31.0","","1","0","0","3CLB","0.67715214","false","0","AT2G42580","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT2G41730","31.0","","1","0","0","","0.67715214","false","0","AT2G41730","27","0","","0.0","",""
"90","47","3.79584775","0.01170406","0.26344576","0.0","2","7","","false","inner","AT2G39100","67.0","","2","0","0","","0.74583202","false","0","AT2G39100","5","27752","","0.5","",""
"35","16","4.52941176","8.0252E-4","0.22077922","0.0","2","8","","false","Peripharal","AT2G34090","16.5","","2","0","0","","0.67914439","false","0","AT2G34090","27","3580","","0.5","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT2G30920","31.0","","1","0","0","1ESN","0.67715214","false","0","AT2G30920","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT2G30540","31.0","","1","0","0","","0.67715214","false","0","AT2G30540","27","0","","0.0","",""
"35","16","4.38869666","0.00361064","0.22785808","0.0","3","8","","false","Peripharal","AT2G21380","15.33333333","","3","0","0","","0.69193667","false","0","AT2G21380","27","4472","EffeTarg","0.34126984","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT2G16710","31.0","","1","0","0","","0.67715214","false","0","AT2G16710","27","0","","0.0","",""
"5","2","6.4071511","0.0","0.15607561","0.0","1","10","","false","Peripharal","AT3G20430","3.0","","1","0","0","","0.50844081","false","0","AT3G20430","47","0","","0.0","",""
"5","2","6.4071511","0.0","0.15607561","0.0","1","10","","false","Peripharal","AT2G36720","3.0","","1","0","0","","0.50844081","false","0","AT2G36720","47","0","","0.0","Yali","Yali"
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G67250","41.0","","2","0","0","2MRP","0.57785467","false","0","AT5G67250","10","234","","0.8","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G67140","41.0","","2","0","0","","0.57785467","false","0","AT5G67140","10","234","","0.8","",""
"90","47","4.66551326","0.026885","0.21433869","0.0","3","8","","false","inner","AT5G65495","61.66666667","","3","0","0","","0.66677152","false","0","AT5G65495","2","108882","","0.39912281","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G52880","41.0","","2","0","0","2MRP","0.57785467","false","0","AT5G52880","11","234","","0.8","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G52120","41.0","","2","0","0","","0.57785467","false","0","AT5G52120","11","234","","0.8","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G50450","41.0","","2","0","0","","0.57785467","false","0","AT5G50450","11","234","","0.8","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G46170","41.0","","2","0","0","","0.57785467","false","0","AT5G46170","11","234","","0.8","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G43190","41.0","","2","0","0","","0.57785467","false","0","AT5G43190","11","234","","0.8","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT5G39450","39.0","","1","0","0","","0.57512845","false","0","AT5G39450","22","0","","0.0","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT5G03970","41.0","","2","0","0","","0.57785467","false","0","AT5G03970","11","234","","0.8","",""
